 4.00 11500. -5.0  2.0  0.5069  0.1725 -0.1957  0.0612 Kp L ATLAS
 4.50 11500. -5.0  2.0  0.5092  0.1709 -0.1981  0.0625 Kp L ATLAS
 5.00 11500. -5.0  2.0  0.5189  0.1539 -0.1838  0.0573 Kp L ATLAS
 2.50 12000. -5.0  2.0  0.6037 -0.0202  0.0105 -0.0155 Kp L ATLAS
 3.00 12000. -5.0  2.0  0.5685  0.0313 -0.0518  0.0091 Kp L ATLAS
 3.50 12000. -5.0  2.0  0.5390  0.0803 -0.1025  0.0271 Kp L ATLAS
 4.00 12000. -5.0  2.0  0.5222  0.1152 -0.1417  0.0417 Kp L ATLAS
 4.50 12000. -5.0  2.0  0.5208  0.1231 -0.1572  0.0490 Kp L ATLAS
 5.00 12000. -5.0  2.0  0.5311  0.1061 -0.1450  0.0453 Kp L ATLAS
 2.50 12500. -5.0  2.0  0.6334 -0.0931  0.0753 -0.0373 Kp L ATLAS
 3.00 12500. -5.0  2.0  0.5963 -0.0469  0.0223 -0.0172 Kp L ATLAS
 3.50 12500. -5.0  2.0  0.5585  0.0183 -0.0455  0.0073 Kp L ATLAS
 4.00 12500. -5.0  2.0  0.5349  0.0674 -0.0998  0.0278 Kp L ATLAS
 4.50 12500. -5.0  2.0  0.5291  0.0847 -0.1248  0.0388 Kp L ATLAS
 5.00 12500. -5.0  2.0  0.5364  0.0744 -0.1209  0.0387 Kp L ATLAS
 2.50 13000. -5.0  2.0  0.6606 -0.1577  0.1320 -0.0562 Kp L ATLAS
 3.00 13000. -5.0  2.0  0.6203 -0.1111  0.0784 -0.0355 Kp L ATLAS
 3.50 13000. -5.0  2.0  0.5749 -0.0317 -0.0038 -0.0056 Kp L ATLAS
 4.00 13000. -5.0  2.0  0.5463  0.0253 -0.0651  0.0174 Kp L ATLAS
 4.50 13000. -5.0  2.0  0.5362  0.0491 -0.0938  0.0286 Kp L ATLAS
 5.00 13000. -5.0  2.0  0.5443  0.0330 -0.0813  0.0245 Kp L ATLAS
 2.00 14000. -5.0  2.0  0.6411 -0.0340  0.0275 -0.0216 Kp L ATLAS
 2.50 14000. -5.0  2.0  0.7109 -0.2739  0.2344 -0.0907 Kp L ATLAS
