 4.00  4250. -4.5  2.0   0.0590    0.4330    0.0554
 4.50  4250. -4.5  2.0   0.0310    0.4409    0.0692
 0.00  4500. -4.5  2.0   0.5796    0.0542    0.0019
 0.50  4500. -4.5  2.0   0.5473    0.0847    0.0023
 1.00  4500. -4.5  2.0   0.5013    0.1291    0.0029
 1.50  4500. -4.5  2.0   0.4458    0.1823    0.0043
 2.00  4500. -4.5  2.0   0.3912    0.2346    0.0062
 2.50  4500. -4.5  2.0   0.3409    0.2795    0.0095
 3.00  4500. -4.5  2.0   0.2842    0.3233    0.0155
 3.50  4500. -4.5  2.0   0.2234    0.3519    0.0225
 4.00  4500. -4.5  2.0   0.1352    0.3996    0.0373
 4.50  4500. -4.5  2.0   0.0729    0.4227    0.0543
 5.00  4500. -4.5  2.0   0.0326    0.4236    0.0766
 0.00  4750. -4.5  2.0   0.5633    0.0697    0.0017
 0.50  4750. -4.5  2.0   0.5324    0.0995    0.0021
 1.00  4750. -4.5  2.0   0.4928    0.1382    0.0028
 1.50  4750. -4.5  2.0   0.4460    0.1844    0.0042
 2.00  4750. -4.5  2.0   0.3934    0.2353    0.0066
 2.50  4750. -4.5  2.0   0.3476    0.2786    0.0093
